,hash_id,code,kind,repeat,desc,narrative,flag_include_1,flag_include_2,flag_include_3,flag_exclude_1,flag_exclude_2,flag_overheating
9857,380a12d8f17c50ad,2.131,,False,HANDLING OF ANIMALS.,"(b)(1)
***** During this inspection several animals were observed exhibiting signs consistent with excessive heat exposure
or stress. The porcupines in particular seemed extremely uncomfortable. The 2 African porcupines were observed
panting to the extent their quills were quivering. The prehensile tailed porcupine was standing in an abnormal
posture. Prehensile tailed porcupines are nocturnal and usually spend their daylight hours curled in a tree asleep.
This animal was wide awake and standing with its front feet extended forward. The ranch fox was lying in its house
panting. When these behaviors were pointed out to the employees they immediately turned on fans that appeared
to be for the purpose of cooling these animals. One of the coati immediately spread out in front of one of the fans.
The temperature for the area at the time of this inspection was approximately 83 F with 65 % relative humidity. The
animals are housed in a white circus tent with the sides down.
When climatic conditions present a threat to an animal(cid:25)s health or well-being appropriate measures must be taken
to alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature,
humidity, and time that is detrimental to the animal(cid:25)s health or well-being.
Additional methods for cooling these animals need to be incorporated along with the fans or these animals need to
be relocated to an area that can be more easily cooled.
To be corrected immediately.",False,True,True,False,False,True
10711,deac7c709a907f0c,3.76(a),,False,INDOOR HOUSING FACILITIES.,"The facility recently notified the USDA of 2 adverse events which occured involving the HVAC system in animal
rooms . The first event involved a thermostat malfunction resulting in the overheating of a room and the death of 2
animals. Necropsy reports indicate the deaths were due to hyperthermia. Corrective measures were taken an
override switches were placed in all animal rooms . Approximately one month later, there was another event
involving the HVAC system in another room in a different building . An improperly wired thermostat override switch
caused a room to overheat resulting in the deaths of 11 animals. Necropsy reports indicate all died from
hyperthermia.. The ambient temperature in the facility must not fall below 45 F for more than 4 consecutive hours
nor rise above 85 F for more than 4 consecutive hours when non human primates are present. Corrective
measures in place at time of this inspection now include manually checking all rooms housing animals for correct
temperature twice during the night as well as close montoring by day time employees. There are also plans to
install temperature alarms in all animal housing rooms.
CORRECTED .
The review of records and exit briefing was conducted with staff veterinarians and IACUC chair.",False,True,True,False,False,True
11348,830e2274b140fc1a,3.127(b),Direct,True,"Facilities, outdoor.","-A female Holstein cow was standing in mud in its only shelter. There was no bedding in this shelter. The temperature
was 23.8 degrees Fahrenheit with a wind-chill of 16.6 degrees Fahrenheit.
-6 yearling cows shared a shelter with two sides that had holes in them, or were lacking boards. There was snow on the
cows inside this shelter.
-2 dairy goats and 17 yearling goats are housed together. The largest shelters for the goats has a board missing at the
top allowing snow to fall on the animals using the shelter. There are also 2 calf huts in the enclosure and one of the calf
huts has excessive urine and feces in it causing the bedding to be wet.
-3 adult cows housed together had very little clean dry bedding in their shelter and had caked dry mud/feces on their
coats.
-16 sheep in the front pasture had one shelter that is not large enough to contain all animals.
-The male angora goat had removed the front of its shelter that protected it from the prevailing wind. This was corrected
at time of inspection in the presence of the inspectors.
Natural or artificial shelter appropriate to the local climatic conditions for the species concerned shall be provided for all
animals kept outdoors to afford them protection and to prevent discomfort to such animals.
Appropriate shelter and bedding must be made available to all animals in these extreme temperatures to afford them
protection and comfort. These animals are suffering due to lack of appropriate shelter and/or bedding.",True,False,True,False,False,True
11353,9691490723d444e4,3.127(b),Direct,True,"Facilities, outdoor.","-A female Holstein cow was standing in 10-12 inches of mud in its only shelter. There was little bedding in this shelter.
There is not enough bedding to allow the cow to lay down in a dry space. This was evidenced by a moderate
mud/manure on the cows legs and body.
-6 yearling cows shared a shelter with two sides that had holes in them, or were lacking boards. This shelter is inadequate
to allow these cows protection from the snow, cold, and wind. The hair coats of the cows appeared wet.
-2 dairy goats and 17 yearling goats are housed together. The largest shelters for the goats has a board missing at the
top allowing snow to fall on the animals using the shelter and onto their bedding. There are also 2 calf huts in the
enclosure and both of the calf huts have excessive urine and feces in them causing the bedding to be wet. The calf huts
were filled to capacity with goats showing the inspectors that the calf huts were preferred over the larger wooden shelter
due to the wooden shelter lacking boards at the top which did not allow the goats protection from wind and snow.
-3 adult cows housed together had very little clean dry bedding in their shelter. They had caked dry mud/feces on their
legs and body indicating that there was not enough dry area to lay down in their shelter.
-16 sheep in the front pasture had one shelter that is not large enough to contain all animals held in the enclosure at the
same time to allow protection of the sheep from the cold, wind, and snow.
Natural or artificial shelter appropriate to the local climatic conditions for the species concerned shall be provided for all
animals kept outdoors to afford them protection and to prevent discomfort to such animals.
Appropriate shelter and bedding must be made available to all animals in these extreme temperatures to afford them
protection and comfort. The temperature was 25.5 degrees Fahrenheit with a wind-chill of 14.2 degrees Fahrenheit.
These animals are suffering due to lack of appropriate shelter and/or bedding.
This inspection and exit interview were conducted with the Executive Director.
Additional Inspectors:
KURT HAMMEL, VETERINARY MEDICAL OFFICEREnd Section",True,False,True,False,False,True
11368,5ce399bd616b2524,3.127(a),,False,"Facilities, outdoor.","-The two male sheep housed together were noted constantly panting. The temperature at the gate of their enclosure read
87 degrees F at approximately 11:30 AM. The shade cloth used in the outside area of their enclosure does not provide
any significant shade. The shade cloth used is for plant nurseries. There was a fan at the end of the row of male goats
and sheep, but there was no air reaching these two sheep.
-The single, adult, Holstein cow has not shade except for inside its shelter. The cow was noted going into the shelter for
10-20 seconds and then running out. The Holstein cow was noted to be sweating on its sides.
When sunlight is likely to cause overheating or discomfort of the animals, sufficient shade by natural or artificial means
shall be provided to allow all animals kept outdoors to protect themselves from direct sunlight.
Sufficient shade must be provided to these animals to afford them comfort, and prevent overheating.
To be corrected by June 27, 2022.",True,False,True,False,False,True
11383,0a5f17e8a12a03b6,3.127(b),,True,"Facilities, outdoor.","-The 3 cows housed together on the right side of the back pasture had one shelter, with a roof and one wall, that had
thick, wet, muck 3-4"" thick. The other shelter in the enclosure had no boards until approximately 16"" from the ground, and
a gap at the top of 1' to 3' on three sides. This shelter also contained several inches of wet muck and no bedding. Mud
was noted up the legs and on the belly of these three cows.
-The primary enclosure for the two cows housed together in the back pasture had gaps of 1-3' at the top of the enclosure,
and several inches of mud with no bedding.
The temperature with the wind-chill ranged from 22 degrees F to 30 degrees F.
Natural or artificial shelter appropriate to the local climatic conditions for the species concerned shall be provided for all
animals kept outdoors to afford them protection and to prevent discomfort to such animals.
Sufficient shelter must be provided to the animals to prevent cold wind, and precipitation from entering the shelter, and
sufficient bedding to provide comfort from the cold ground.",True,False,True,False,False,True
11833,99ebee8d3965f5ad,3.127(b),Critical,False,"Facilities, outdoor.","On 12/16/2021 a 1.5 year old giraffe named “Kali” had to be euthanized. In the facility’s daily observation notes, on 12/10
she was observed to have liquid feces, and on 12/11, when the ambient temperatures had dropped to around freezing
overnight, it was noted that she was observed to be “shaking / shivering throughout the day”. On 12/12 diagnostics
revealed that she was carrying a high load of intestinal parasites. The low temperatures rose 10 to 15 degrees for two
days, however the low on the 14th and 15th dropped back down to 34 and 33 degrees F, respectively. She was treated
daily, however on the 14th she was again observed to be shivering, and she was placed in the barn under heaters, but
she was still observed to be shivering two hours later. On 12/15 she was in the barn, and a rectal temperature reading
was 90 degrees F. Attempts to administer IV fluids and antibiotic by facility staff were unsuccessful. She was blanketed,
and an additional heater placed in the stall, but a 4:30 PM rectal temp read only 91.5 degrees F. The next day the animal
was euthanized due to further decline, for humane reasons.
The giraffe barn at this facility is constructed of wood and is not insulated. There are many openings around the top, and
between boards that make it challenging to adequately heat the barn, especially down to the floor level. The heaters are
located up high, and a recently added viewing area above the stalls appears to have made heating the entire barn more
difficult. On 12/14 in the facility’s “Manager Notes” there is a notation that staff is “figuring out giraffe stall heaters”, and on
12/18 a note states that the barn heat is “not so great” and that they are “working on different ideas” because the heat is
“sitting in the viewing area”. At the time of inspection the temperature in the barn was 58.4 degrees F at midday, on a day
with recorded low and high temperatures of 41 and 64 degrees F.
Giraffes are quite susceptible to cold, and especially when confronted with other health challenges it is essential that
adequate heating is provided in colder climates in order to protect their well-being. Natural or artificial shelter appropriate
to the local climatic conditions for the species concerned shall be provided for all animals kept outdoors to afford them
protection and to prevent discomfort to such animals.
To be corrected temporarily by modifying two stalls by March 10, 2022, with a new giraffe barn planned to be constructed
in the future.
This inspection and exit interview were conducted with facility representatives.
Additional Inspectors:
LAURIE GAGE, BIG CAT SPECIALISTEnd Section",True,False,True,False,False,True
12089,7e04dd14b10c6b3c,3.127(a),Direct,False,"FACILITIES, OUTDOOR.","- Domestic pig enclosure on upper level: 4 full grown pigs in this enclosure have no shelter from sun. Temperatures
in this area this week are expected to exceed 95 degrees F. When sunlight is likely to cause overheating or
discomfort of the animals, sufficient shade by natural or artificial means shall be provided to allow all animals kept
outdoors to protect themselves from direct sunlight.
CORRECT BY: 5-2-14
- Lower level goat / sheep pen, housing mothers and kids: the amount of shade present is not adequate for the
number of animals in the pen. All animals could not fit in shade area, and the crowded conditions in the shade area
reduce the effectiveness of the shade cooling for those animals that are under the shade structure. When sunlight is
likely to cause overheating or discomfort of the animals, sufficient shade by natural or artificial means shall be
provided to allow all animals kept outdoors to protect themselves from direct sunlight.
CORRECT BY: 5-5-14
- Corral housing zebras, camels, and cows: this enclosure does not have adequate shade for the number of animals
housed in the enclosure at time of inspection. One corner is shaded by trees, and occupied by the three camels.
Other animals have no shade available to them. When sunlight is likely to cause overheating or discomfort of the
animals, sufficient shade by natural or artificial means shall be provided to allow all animals kept outdoors to protect
themselves from direct sunlight.
CORRECT BY 5-5-14",True,False,True,False,False,True
13752,5f7476acef6cd54c,3.127(b),,False,"FACILITIES, OUTDOOR.","There are 3 full grown bears (Obedeya and Chloe(Syrian/browns) and Leo (black)) that are in a large outdoor
enclosure with only 1 plastic housing cube available for the bears to get into for shelter. This one shelter can fit only
2 bears snugly, leaving the third bear without options for shelter from rain, snow, wind or sun. There was a second
plastic cube shelter, however it was rolled into the pond and is not accessible.
There are 5 full grown wolves (80-100lbs) in one enclosure that has only one house structure that has an
approximate 4ftx4ft by 2-2.5ft high wooden box, with an approximate 5-6ft roof extension. This shelter is not big
enough to provide adequate shelter for all 5 full grown wolves. For all of the animals to fit in the box, they would
have to crowd in to all seek protection from the weather, which would not allow the animals to extend their legs or lie
down comfortably.
There are 2 foxes (red and gray) and one jackal in an enclosure that do not have any shade or wind break provided
over the top/sides of the enclosures. There are small igloo houses provided for dens. The open tops of the
enclosures do not provide enough shade or shelter from inclement weather. There are 2 wolves that also do not
have any shade/wind break to provide protection from inclement weather or direct sun, as the present tarp is
shredded and effectively nonexistent.
On 20 March 2017 the inspectors were notified by the licensee that a shade/windbreak was provided to the two
foxes and the jackal as well the shade for one enclosure with the two wolf juveniles. On 21 March 2017 the
inspectors were also notified that a shade structure was placed on the enclosure containing the 5 adult wolves.
The past 1-2 weeks have had temperatures in the 20’s-30’s, with rain and snow. During the inspection it was raining
with temperatures of 39 degrees F. The lack of proper shelter and/or shade for all regulated animals that allows
them to get out of inclement weather conditions or providing a wind break can be a source of physical stress and
discomfort. In severe weather conditions, or continual rain, snow, cold and hot conditions can be a possible cause
for health problems if the animals do not have the option to get into any protective shelter or be provided any wind
break or shade. There must be enough appropriate shelter space available for all regulated animals in an
enclosure, that allows for each animal to lay down comfortably in order to get away from any inclement weather. All
shade and wind break surfaces must be kept in good condition, repaired or replaced when worn or missing.
Four coatimundi are housed in a large outdoor enclosure near the house. Three coatimundi were active and viewed
during inspection. Licensee stated there was one more, but inspectors were unable to view this animal. It must
have been hiding in a den box. The den boxes are not heated. Coatimundi are native to warm climates, such as
central and South America. At the time of inspection, it was a cold, damp, windy overcast day. Winter
temperatures for the area easily fall well below freezing. Animals experience undue stress and may develop health
complications when their provided environment is not consistent with their evolutionary development. Natural or
artificial shelter appropriate to the local climatic conditions for the species concerned shall be provided for all
animals. The coatimundi must be provided a warm room or warm shelter(s) large enough to accommodate all the
animals.
To be corrected by: 25 March 2017",True,False,True,False,False,True
14419,c02667a7238b0aeb,3.127(a),,False,"FACILITIES, OUTDOOR.","The sheep and goats were located in an enclosure that does not provide adequate shade. Average temperatures
for the coming week were around 90 degrees Farenheit, and sunny. When sunlight is likely to cause overheating or
discomfort of the animals, sufficient shade by natural or artificial means shall be provided to allow all animals kept
outdoors to protect themselves from direct sunlight. Although there were some trees present around the perimeter
of the enclosure, they did not provide reliable shade at all times of the day.
To be corrected immediately.",True,False,True,False,False,True
14834,074ffceb03c654e8,3.4(b)(4),,False,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements. (4) Contain clean, dry, bedding.
***In the outdoor housing facility, some of the housing shelters had carpet pads used for bedding and some were
bare floors. At least two of the carpet pads were soiled and wet. The ambient temperature was 43.4 via Kestrel
3000. At least five of these dogs had wet feet, legs, chests and stomach areas. The lack of appropriate amount of
bedding in cold environments increases the risks of illness and hypothermic situations to the animals. The licensee
must provide appropriate bedding for temperatures below 50 degrees and extra bedding below 35 degrees as
required.
To be corrected from February 10, 2015 forward.",True,False,True,False,False,True
14840,3feaba88736d31ef,3.4(b)(4),,True,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements. (4) Contain clean, dry, bedding.
***In the outdoor housing facility, some of the housing shelters had carpet pads used for bedding and some were
bare floors. The ambient temperature was 30.8 via Kestrel 3000 and the wind chill was 27.3. The lack of appropriate
amount of bedding in cold environments increases the risks of illness and hypothermic situations to the animals.
The licensee must provide appropriate bedding for temperatures below 50 degrees and extra bedding below 35
degrees as required.
This inspection began at 0948.
This was a focus inspection.
The inspection and exit conference were conducted with the facility representative.
End of report.",True,False,True,False,False,True
14847,15fa874f9cf55f01,3.4(b)(4),Direct,True,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements. (4) Contain clean, dry, bedding.
***In the outdoor housing facility, there were enclosures housing at least 12 adult dogs. In these enclosures, the
housing shelters had thin carpet pads that were being used for bedding. In the enclosure housing one adult Pug
identified as ""Sally"", there was one carpet pad on the floor of the housing shelter and one carpet pad laying in the
center of the enclosure. In the hutch-type enclosure containing a Dachshund and a Cocker Spaniel approximately
eight months old, there was no bedding material. At least three of the carpet pads were soiled or partially wet. Four
of these enclosures had snow covering approximately 1/3 of the enclosure that the dogs had been walking through.
The ambient temperature was 21.1 F and the wind chill was 16.2 F at the time of inspection via Kestrel 3000. One
tan and white adult dog was seen shivering intermittently and holding up the front paws for extensive periods of
time. The lack of appropriate amount of bedding in cold environments increases the risks of illness, frostbite and
hypothermic situations to the animals. The licensee must provide appropriate bedding for temperatures below 50
degrees and extra bedding below 35 degrees as required.
The licensee acknowledged that this must be corrected by close of business today, February 18, 2015.",True,True,True,False,False,True
14852,cfdad8bb041d7808,3.4(b)(4),,True,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements. (4) Contain clean, dry bedding.
None of the outdoor shelters contained adequate clean, dry bedding for the ambient temperature of just below 50
degrees F at the time of the inspection or for the ambient temperature of less than 30 degrees F the night before.
The licensee is currently using wood shavings as bedding.
***In the elevated outdoor enclosures, the enclosure on the far left which housed a short-haired Dachshund, had a
shelter with wood shavings for bedding. However, all of the shavings were completely wet. Likewise, an igloo used
as shelter for Beagles had shavings that were completely wet.
***In the outdoor enclosures nearest the field, one enclosure housing two Cocker Spaniels and another enclosure
housing one Pug had almost no bedding with the majority of the shelter flooring being visible. The other shelters
had varying amounts of bedding, but not enough for the temperatures that the dogs were experiencing. Two of the
dogs using outdoor shelters had been recently shaved.
The lack of appropriate amounts of clean, dry bedding increases the risk of illness, stress, frostbite, and
hypothermia in the dogs. The licensee must provide an appropriate amount of clean, dry bedding for temperatures
below 50 degrees F and must provide additional bedding when temperatures fall below 35 degrees F. The
inspectors pointed out that a winter storm was expected that night and the following day; therefore, the dogs needed
more bedding before the end of the day. However, the facility representatives stated that providing bedding was
futile because the dogs track the bedding out of the shelters. The inspectors stated that bedding will have to be
replaced repeatedly as long as the ambient temperatures warrant bedding.",True,False,True,False,False,True
15253,374066f0d1801a38,2.131(e),Direct,False,Handling of animals.,"An adult kinkajou was observed showing signs of severe heat stress. At 1:44 pm, the kinkajou was observed by
inspectors laying on its back and open mouth breathing. The animal was lethargic and was reluctant to move when
inspectors were moving and talking around the enclosure. The applicant stated that the animal is normally housed indoors
in an air-conditioned room and was moved outside for the inspection. The outdoor temperature according to
weatherunderground.com at 1:44 PM was 88.3 degrees Fahrenheit. When the applicant was notified of the heat stress
the animal was undergoing the animal was moved into an indoor air-conditioned enclosure.
Animals that are exposed to excessive heat can cause stress, dehydration, and even death. The applicant must ensure
that when climatic conditions present a threat to an animal’s health or well-being, appropriate measures must be taken to
alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity,
and time that is detrimental to the animals health or well-being, taking into consideration such factors as the animals age,
species, breed, and overall health status, and acclimation. Correct by 06-JULY-2023 at 5:00 PM or prior to your next
scheduled relicense inspection whichever comes first.
This is a 2nd Re-License Inspection for a Class “C” license. The inspection and exit briefing were conducted with the
applicant.
All items must be in compliance within 1 more inspection or by July 14, 2023 or the applicant will forfeit the license fee and
must wait 6 months to reapply. Please contact your inspector to schedule your next Re-License Inspection.
Your current license expired on May 15, 2023 and it is against the Animal Welfare Act to conduct regulated activity without
a license.
Additional Inspectors:
Mark Sanderbeck, ANIMAL CARE INSPECTOR n",True,False,True,False,False,True
15790,5e87266d7854eb3f,3.4(b)(4),,False,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements. (4) Contain clean, dry, bedding material.
***In the out door enclosures, the housing units had a carpet rug on the floors. The facility representative stated that
shavings are put into the housing units when it is cold. The temperature was 41 degrees F during the time of
inspection. Lack of appropriate bedding in cold environments increases the risks of illness and hypothermic
situations to the animals. The licensee must apply an appropriate amount of bedding when temperatures are below
50 degrees F and assure that bedding is provided as required.
To be corrected from January 20, 2015 forward.",True,False,True,False,False,True
16243,339ac89ba5d3fd3e,3.127(a),,False,"Facilities, outdoor.","There are currently 3 out of 8 primary enclosures for elk that have no natural or artificial shade provided. The first
enclosure houses yearlings and has approximately 22 elk contained. The second and third enclosures housed
approximately 20 bull elk each. The temperature taken with a Ketstrel in front of the first enclosure was 94.2 degrees F.
The temperature taken in front of the second enclosure was 92.5 degrees F. The temperature taken in front of the third
enclosure was 87 degrees F. The sun was full at time of inspection with very few clouds. In the remaining enclosures
that did provide natural shade the majority of the elk were in the shade.
When sunlight is likely to cause overheating or discomfort of the animals, sufficient shade by natural or artificial means
shall be provided to allow all animals kept outdoors to protect themselves from direct sunlight.
All animals housed outdoors must be provided shade from direct rays of the sunlight. It is especially important to provide
shade at times of extreme heat to prevent discomfort and/or overheating of the animals contained in the enclosures.
To be corrected by June 5, 2023.
This inspection and exit interview were conducted with the licensee.
n",True,False,True,False,False,True
16722,bdbf251efdfcd505,3.4(b)(4),,False,OUTDOOR HOUSING FACILITIES.,"(b) Shelter from the elements.(4)
***In the outdoor portion of the facility, there were at least nine primary enclosures containing adult dogs in which
the housing units in these enclosures contained either no bedding or an extremely small amount of bedding. Much
of the flooring in these shelter units was exposed and uncovered by bedding. According to the National Weather
Service, the overnight air temperatures (in Fahrenheit) for the facility's area had been in the low to mid 30's for the
last three nights prior to inspection. According to the licensee, he had last added bedding material to the shelters
two days prior to inspection. Lack of appropriate bedding in cold environments increases the risk of illness and
hypothermic situations. The licensee must provide adequate bedding to the outdoor facilities. The licensee must
ensure that adequate bedding material is provided when the ambient temperature is below 50 degrees F and
additional bedding is provided when the temperature is 35 degrees F or lower. TO BE CORRECTED BY: This day
forward",True,False,True,False,False,True
16835,fd27ec9667457cc9,2.131(e),Direct,False,HANDLING OF ANIMALS.,"There were two adult French Bulldogs and one French Bulldog puppy that were housed outside without any shelter
or heat source. The ambient temperature at the time of inspection was 41 degrees Fahrenheit. All three animals
were seen shivering during the inspection. The lack of shelter and/or heat source during cold weather can cause
pain and/or distress and lead to frostbite and even death. When climatic conditions present a threat to an animal's
health or well-being, appropriate measures must be taken to alleviate the impact of those conditions. The animals
were moved to a heated facility during the inspection.
Corrected during the inspection.",True,False,True,False,False,True
16869,ff16f3651d81184b,2.131(e),Critical,False,HANDLING OF ANIMALS.,"On July 26th, 2019, a young French bulldog was transported from Amsterdam to Boston on KLM Flight 617 on air
waybill #074-27691145. According to documentation accompanying the animal, the dog was observed and food and
water were offered at 15:00 CEST in Amsterdam, prior to a scheduled departure at 17:00 CEST. There was a 36
minute flight delay, according to publicly available flight information, and the plane departed the gate at 17:36
CEST, taking off at 17:57 CEST. This flight landed at Boston Logan International airport at 18:45 EDT after a flight
time of 7 hours and 20 minutes, and the plane arrived at the gate in Boston at 18:56 EDT. Recorded temperatures
on July 26th reached 97 degrees Fahrenheit at Schiphol International Airport in Amsterdam, and at 16:00 CEST it
was 86 degrees. The temperature was 81 degrees Fahrenheit at Boston Logan International Airport. At 19:38 EDT,
the KLM duty manager on the aircraft notified the intermediate handler that there was a deceased pet on board the
aircraft.
Post-mortem findings revealed that this animal was at high risk for heat stroke due to the unique upper airway
anatomy of brachycephalic breeds like French bulldogs. The necropsy report concludes that the cause of death was
respiratory distress and heat stroke.
While in transport, this animal was subjected to a combination of temperature and time that was detrimental to the
animal's health, especially considering the known susceptibility of this breed to heat-related health problems. The
combination of these climatic conditions, compounded with known risk factors associated with this breed of dog,
resulted in the death of this animal. When climatic conditions present a threat to an animal's health or well-being,
appropriate measures must be taken to alleviate the impact of these conditions. An animal may never be subjected
to any combination of temperature, humidity, and time that is detrimental to the animal's health or well-being, taking
into consideration such factors as the animal's age, species, breed, health status, and acclimation.
This inspection was conducted at the cargo handling office at Boston Logan Airport. A final exit interview was
conducted by phone on 8/12/19 with a representative of the registrant.",True,False,True,False,False,True
17112,08dbe45ce8582870,2.131(e),Critical,False,Handling of animals.,"On November 17, 2023, Turkish Airlines transported 2 hairless, Sphynx breed cats, a male born on June 12, 2023, and a
female born on July 13, 2023. According to documentation, AWB: 235-38214105, the flight began in Moscow (VKO) to
Istanbul (IST) on flight TK420 with a final destination in Los Angeles (LAX) on flight TK179. The flight time was
approximately 19 to 20 hours, excluding wait times and loading and unloading of the cats. Documents provided show the
2 Sphynx cats were alive in IST prior to boarding for LAX. Although the Turkish airlines representative stated
temperatures in airplane cargo ranges from 59 to 77 degrees Fahrenheit (F), the temperature, altitude, flight time, and
cabin temperature values can vary between the minimum and the maximum values, depending on the amount and type of
cargo. Therefore, short temperature deviations may occur during flight.
On November 17, the temperature In Moscow ranged between 27-34 degrees F, 85% Humidity (H), in Istanbul 48-59
degrees F, 78% H, and at LAX, upon arrival between 10 and 11 am ranged between 50-71 degrees F, 61% H. According
to the registered handler, upon offloading from the plane, the 2 Sphynx kittens were dead. The deceased cats were in the
crate lined with a litter pad with fecal matter on their bodies. There were no indications of added measures taken to
protect the cats or reduce the effects from the potential rigors of travel including temperature fluctuations during this
transport.
When climatic conditions present a threat to an animal's health or well-being, appropriate measures must be taken to
alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity,
and time, that is detrimental to the animal's health or well-being, taking into consideration such factors as the animal's
age, species, breed, overall health status, and acclimation.
This inspection and exit interview were conducted with the facility representatives.
n",True,False,True,False,False,True
17308,3d9a3429ebd0c77b,2.131(b)(1),,False,Handling of animals.,"Inspectors observed that none of the sheep or alpacas on the premises had been sheared as of August 2nd,2022.
Temperatures in the area have been routinely rising above 90 degrees Fahrenheit and was listed as having a high of 92
degrees on the day of inspection. It was noted that the sheep in need of shearing had an increased respiratory rate
compared to the haired sheep and goats in the same enclosure. Although the enclosure is covered and provides ample
shade, animals like sheep and alpacas that require shearing each year, are susceptible to overheating in the summer
months if the excess wool or hair is not removed prior to the consistent increase in temperature that occurs each year.
Handling of all animals shall be done in a manner that does not cause trauma, overheating, behavioral stress, physical
harm, or unnecessary discomfort.",True,False,True,False,False,True
17614,d9e029cf7e4dfa7f,3.127(b),Direct,False,"FACILITIES, OUTDOOR.","The regulated pig, Kevin, shares an outdoor enclosure with two other pigs. Kevin and one of the other pigs were
both shivering and huddled together towards the back of the shelter. The outside temperature during the inspection
at 2:15pm was 38 degrees Fahrenheit. During inspection, the veterinary medical officer noticed that one of the pigs
in the enclosure was not breathing and notified the facility representative, who pulled the pig out from underneath
the shelter. The animal was dead, cold to touch and there was stiffening of the limbs. The facility representative said
that he last saw the pig running around yesterday evening. This morning he fed the pigs, but was in a rush and did
not observe the pigs. A brief inspection of the dead pig by the VMO did not indicate any outward evidence of
trauma. There was a heat lamp inside the shelter, however the facility representative stated that it had not been
turned on yet this year.
The pigs are showing signs of discomfort from the cold temperatures. Inadequate protection from cold temperatures
can lead to hypothermia and potentially death. The shelter provided to regulated animals must afford them
protection, prevent discomfort, and be appropriate to the local climactic conditions.
The facility must make any necessary changes to the shelter to ensure that the pigs are provided adequate
protection from the cold temperatures by November 30, 2016.
This inspection and exit briefing were conducted with the facility representative and VMO Dominique Engel.",True,False,True,False,False,True
18187,4ad371e32df9a00b,3.127(c),,False,"FACILITIES, OUTDOOR.","At the time of inspection, a capybara was housed in a outdoor enclosure with a three-walled shelter. The
temperature was at 32 degrees and the shelter in the exhibit does not provide adequate protection from inclement
weather. The water source for swimming must be removed during the cold weather to prevent the capybara from
using the tub and suffering from hypothermic conditions. A shelter with better insulation must be constructed for the
animal to prevent it from being exposed to the colder temperature.
Correct by: February 14, 2015",True,False,True,False,False,True
18321,0280689be6a0bd6a,2.131(e),Critical,False,Handling of animals.,"On 8-July-2023, female pug ""Miranda"" MC#956000011835411 was let out to exercise for approximately under an hour
and overheated resulting in her death. The weather forecast for this day according to The Weather Channel was a high of
79 degrees Fahrenheit. The facility representative states they supervised Miranda playing with family members in an
outdoor exercise yard and was brought back inside the kennel when finished. An approximate ~5 minutes later a facility
representative found her unresponsive in her primary enclosure. The representative tried to cool her off but Miranda
passed away shortly after she was found before a veterinarian could be consulted.
When climatic conditions present a threat to an animal's health or well-being, appropriate measures must be taken to
alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity,
and time that is detrimental to the animal's health or well-being, taking into consideration such factors as the animal's age,
species, breed, overall health status, and acclimation. The facility must ensure the animals are housed and exercised in
appropriate climatic conditions at all time. The facility has since then taken appropriate action to avoid any dog from
overheating.
To be corrected by: 25-July-2023.
This inspection and exit interview were conducted with a facility representative.
n",True,False,True,False,False,True
18534,a7e905c0c133ae46,2.131(e),,False,HANDLING OF ANIMALS.,"In the bears den the temperature registered on the ceiling as 150 degrees F and the floor as 79 degrees F
measuring with a Raytek gun at approximately 11:00 am. While we were inside of the den we could feel the heat
from the ceiling which was made from a metal roof without insulation. There was no cooling apparatus inside the
den. The bear that was in the den was observed before we walked in the den laying on the ground and once we
came into the den she got up but was panting heavily. When climatic conditions present a threat to an animal's
health or well-being, appropriate measures must be taken to alleviate the impact of those conditions. An animal may
never be subjected to any combination of temperature, humidity, and time that is detrimental to the animal's health
or well-being, taking into consideration such factors as the animal's age, species, breed, overall health status, and
acclimation. Correct immediately.",True,False,True,False,False,True
18648,4ac3343cf1f4c499,3.127(b),,False,"FACILITIES, OUTDOOR.","*****There was not adequate shelter from inclement weather for the hippopotamuses. The shelter was not heated.
The facility has two hippopotamuses, each single housed. They share a shelter with a wire fence dividing the floor
space. The shelter has a gas heater but the heater was not working at the time of the inspection. The temperature
at the time of the inspection was below 40 degrees F and the overnight temperature was also below 40 degrees.
The lack of protection from the elements may cause pain and suffering due to the cold conditions. The licensee
must provide conditions that meet the climatic needs of the hippopotamuses.
To be corrected from this day forward.
An exit briefing was conducted by a facility representative, Bob Whiteley, Animal Care Inspector, Mike Tygart,
Veterinary Medical Officer, and Jeff Baker, Veterinary Medical Officer.
Additional Inspectors
Tygart Michael, Supervisory Animal Care Specialist
Whiteley Robert, Animal Care Inspector",True,False,True,False,False,True
